"4","gittrac","中山創意基地URS21","1","1","~20:30","100-120 / 180-260","24","捷運雙連站","台北市中山區民生東路一段21號","25.0584215","121.5240033","","http://www.jut-arts.org.tw/cht/project_detail.php?serial_page=9&serial=3\
\
場地氛圍明亮，很有設計感。","0000-00-00 00:00:00","1",\N,"咖啡館 , "
"5","","Mix Cafe","1",\N,"～22:00","55-90 / 160-250","30","捷運古亭站","台北市中正區南昌路二段200號","25.0242119","121.52410699999996","02-23699310","","0000-00-00 00:00:00","1",\N,"咖啡館 , "
"7","Tsung","MINDER 主廚私房料理","1","1","23:59:00"," 100-150 / 220+","22","","台北市大安區通化街171巷30弄2號","25.0276409","121.55505300000004","02-2733-3855","離捷運站有點距離，附近不好停車\
\"剛剛這篇文章寫得地點, 低消只要飲料, 然後又有提供投影機可以用, 照片看起來位置也不少~\
http://www.kenming.idv.tw/20100327_28_hsdc_reading_and_course_activit…\
\
台北市通化街171巷30弄2號\
02-27333855.\
http://tw.myblog.yahoo.com/mindercafe/article?mid=-2&prev=2&l=f&fid=5\
\
餐點不錯，晚餐稍為貴了一點。\
\
附近交通擠了一點，車位不甚好找，走路離捷運有點距離～\"","0000-00-00 00:00:00","1",\N,"咖啡館 , "
"8","","咖啡實驗室",\N,\N,"12:00–20:00","","10","捷運忠孝新生","台北市中正區忠孝東路二段64巷6號","25.042992","121.52860299999998","02 2341 9880","無線上網穩定度：好\
插座密集度：OK，可接延長線。\
咖啡好喝度：好。咖啡豆很新鮮。大推薦熱拿鐵。\
座椅舒適度：好。還有一個火紅熱情的兩人沙發呢。\
空間開闊度：小。座位不多，大概十來個人就客滿了…\
裝潢：好。這應該是我最常回籠的咖啡館了，我很喜歡這裡的舒服放鬆。還有貓貓狗狗會來串門子。進門要脫鞋，可以盤腿隨興坐，更是我的愛。\
推薦度：4.5。","0000-00-00 00:00:00","1",\N,"咖啡館 , "
"9","","Orange公寓咖啡館","0",\N,"11:30~23:00","","0","捷運中山站","台北市中山北路二段44巷21-2號","25.055147","121.52117799999996","02-2571-0508","","0000-00-00 00:00:00","1",\N,"咖啡館 , "
"10","","集客人間茶館 (杭州店)",\N,\N,"","/ 258-368","16","","台北市中正區杭州南路一段23號","25.0424424","121.52656630000001","02-2395-1768","環境較吵雜","0000-00-00 00:00:00","1",\N,"咖啡館 , "
"11","","台北光點","1","0","23:00","","35","捷運中山站","台北市中山區中山北路二段18號","25.053279","121.52216099999998","(02)2511-7786","寬敞、氣氛良好，座位很多，消費稍貴","0000-00-00 00:00:00","1",\N,"咖啡館 , "
"12","","引號咖啡館","1","0","22:00","","22","","台北市中山北路二段42巷36號1樓","25.054611","121.52087699999993","02-2541-5983","氣氛良好，內區座位較多，近捷運","0000-00-00 00:00:00","1",\N,"咖啡館 , "
"13","","伯朗咖啡館(科大店)","1","1","22:00","","30","捷運忠孝新生站","台北市忠孝東路三段52號","25.041747","121.535305","","座位多，近捷運，餐點略遜","0000-00-00 00:00:00","1",\N,"咖啡館 , "
"14","","卡那達咖啡店",\N,\N,"12:00 - 21:00","","0","捷運忠孝新生站","台北市中正區臨沂街13巷5號","25.042369","121.53099900000007","02-2321-7120","有韓國特色的咖啡店","0000-00-00 00:00:00","1",\N,"咖啡館 , "
"15","","沐樂咖啡","1","1","22:00","250","0","捷運忠孝新生站","台北市臨沂街13巷7號","25.042345","121.53108399999996","","","0000-00-00 00:00:00","1",\N,"咖啡館 , "
"16","","拉斐爾藝術生活空間",\N,\N,"19:30","","0","捷運忠孝新生站","新生南路一段56巷10號","25.041066","121.53217100000006","","","0000-00-00 00:00:00","1",\N,"咖啡館 , "
"17","","老樹咖啡",\N,\N,"00:30","","0","捷運忠孝新生站","新生南路一段60號 ","25.040672","121.53249099999994","","燈光暗","0000-00-00 00:00:00","1",\N,"咖啡館 , "
"19",""," 4Mano","1",\N,"22:00","180+","0","捷運忠孝新生站","忠孝東路二段134巷3號","25.041518","121.53175699999997","","餐點選擇較少，看起來很高級~","0000-00-00 00:00:00","1",\N,"咖啡館 , "
"20"," Ray Wang","田中圓","1","1","10:30~22:30","220","0","捷運忠孝新生站","台北市中正區臨沂街1號","25.043463","121.53095800000006","02-2341-8616","http://senwishes1128.pixnet.net/blog/post/27850300-%5B%E5%8F%B0%E5%8C%97%5D-%E5%B0%8B%E6%89%BE%E5%85%94%E5%85%94%E5%92%8C%E8%B2%93%E5%92%AA%E7%9A%84%E8%B9%A4%E8%B7%A1---%E7%94%B0%E4%B8%AD%E5%9C%92-%E5%85%89%E8%8F%AF","0000-00-00 00:00:00","1",\N,"咖啡館 , "
"21","","多稼咖啡",\N,\N,"","","0","台北車站","台北市館前路12號12樓","25.0456319","121.51480600000002","","","0000-00-00 00:00:00","1",\N,"咖啡館 , "
"22","Carl","Thé6 6号茶","1","1","10:309:30","","0","捷運忠孝新生站","台北市新生南路一段6號2樓","25.0345439","121.53385700000001","02-23940405","","0000-00-00 00:00:00","1",\N,"咖啡館 , "
"23","gittrac","d.café",\N,\N,"22:00 (週一休)","","0","","台北市金華街187號(政大公企中心內)","25.0301459","121.52762899999993","02-23919233","http://www.facebook.com/d.cafe.tw\
https://docs.google.com/spreadsheet/viewform?formkey=dHNxWmllczh5aXBSMDkyZXdoZk9lbVE6MQ\
\
非常歡迎小型討論、會議、聚會活動，d.cafe提供「免費」的投影機給大家使用:)\"","0000-00-00 00:00:00","1",\N,"咖啡館 , "
"24","peter","流浪觀點 ","1","1","14:00-00:00","150元","0","捷運士林站","台北市士林區福壽街13號","25.095854","121.525577","02-28382619","有投影機\
\
http://tzuyang555.pixnet.net/blog/post/32465042-%3C%E9%A3%9F%E8%A8%98%3E-%E5%8F%B0%E5%8C%97%E5%A3%AB%E6%9E%97-%E6%B5%81%E6%B5%AA%E8%A7%80%E9%BB%9E\"","0000-00-00 00:00:00","1",\N,"咖啡館 , "
"25","","丹堤咖啡 (民權承德店)","1",\N,"","","0","","民權西路157-1號","25.063165","121.51629100000002","(02)3765-3118","位子似多\
\
http://www.wretch.cc/blog/permio1/16652873\"","2013-12-08 02:14:34","1",\N,"咖啡館 , "
"26","peter","Tang Cafe","1","0","","","15","捷運士林站","台北市士林區文林路404巷9號2F","25.0941071","121.52565159999995","","","2013-12-08 02:16:11","1",\N,"咖啡館 , "
"27","","米朗琪咖啡館 ",\N,\N,"22:00","100+/80-140","0","捷運中山站","北市中山北路2段16巷23號1樓","25.053204","121.52087000000006","02-25673787","(原衣蝶S館後方巷內，大排長龍的那家）\
\
\
http://www.melangecafe.com.tw/\"","2013-12-08 02:17:13","1",\N,"咖啡館 , "
"28","","柯芬咖啡館","1",\N,"22:00","","0","捷運中山站","台北市南京西路16巷8號","25.052433","121.52051800000004","(02) 2559-4217","(衣蝶一館旁的木瓜牛奶大王旁巷內右手邊)\
\
http://cattyhsu.pixnet.net/album/photo/139714753\"","2013-12-08 02:18:17","1",\N,"咖啡館 , "
"29","","二條通 - 綠島小夜曲",\N,\N,"21:30","","0","捷運中山站","台北市中山北路一段33巷1號","25.048845","121.52158199999997","","(台北車站R1出口出來直走過中山北路後左轉 健保局旁邊第一個巷子再右轉)\
\
\
http://www.facebook.com/photo.php?fbid=240043796038435&set=a.240043669371781.57535.146379415404874&type=3\"","2013-12-08 02:19:07","1",\N,"咖啡館 , "
"30","","跳舞咖啡廳","1",\N,"","","0","捷運中山站","台北市中山北路二段48巷10號","25.055776","121.52198599999997","(02)2523-3645","http://www.dance.org.tw/modules/sitepages/page.php?option=viw&&sid=1&pid=9\"","2013-12-08 02:19:48","1",\N,"咖啡館 , "
"31","ben","The Base","1",\N,"","","0","台北車站","台北市中正區漢口街一段36號B1","25.045078","121.51384299999995","02 2331 1228","http://www.thebase.tw/whatisthebase/index.html\
\
行動辦公室型的咖啡廳 theBase\
\
the Base位於台北華華大飯店地下一樓，距離台北車站只有三分鐘的路程，是一個充滿創意和舒適的空間，它會隨著您需求的不同，呈現不同的風貌。\
\
包含有光纖無線網路，私人會議室，商務專用電腦，高階商用事務機包括彩色影印/傳真，投影機，簡單的輕食，咖啡、茶和果汁。\"","2013-12-08 02:21:28","1",\N,"咖啡館 , "
"32","","Dinner five 五號輕食館","1",\N,"","120-220","15","捷運師大站 (Entry 5)","台北市中正區羅斯福路三段126-2號","25.020606","121.527739","02-23648377","店內氣氛不錯，很適合小型的聚餐、聚會","2013-12-08 02:27:09","1",\N,"咖啡館 , "
"33","honki","OpenLab.Taipei 寶藏巖微型聚落","1","1","","","0","捷運公館站","台北市中正區汀州路三段230巷37弄8號","25.0108879","121.53247599999997","","http://maps.google.com/maps/ms?ie=UTF8&hl=zh-TW&t=h&msa=0&msid=115595034887009989159.00048ebd28e99e104a2eb&ll=25.012565,121.535053&spn=0.006806,0.00912&z=16&source=embed","2013-12-08 02:28:46","1",\N,"空間 , "
"34","","Miracle Art space米洛克",\N,\N,"","373 ","0","","台北市中山區中山北路一段128-1號","25.0510627","121.52195370000004","02-2571-2997 ","http://www.ipeen.com.tw/shop/79916","2013-12-08 02:30:56","1",\N,"咖啡館 , "
"35","ducati","伯朗咖啡","1","1","","","0","","台北市中山區南京東路二段218號","25.051795","121.53588000000002","","有一至三樓，台北市中山區南京東路二段218號","2013-12-08 02:31:44","1",\N,"咖啡館 , "
"36","","CC CAFE",\N,\N,"","","0","","台北市敦化北路199巷2弄19號","25.0550999","121.55004299999996","27190319","http://tw.myblog.yahoo.com/gary-lovetoeat/article?mid=29139&prev=29169&next=29041&l=f&fid=5\"","2013-12-08 02:33:30","1",\N,"咖啡館 , "
"37","","毒茶, 金茶源","1","1","01:00","","0","","台北市羅斯福路三段316巷18號","25.015425","121.53235999999993","02-2765-9321","\"台北市羅斯福路三段 316 巷 18 號 (汀州路與思源街口)\
02-2765-9321\
\
http://jinchayuan.pixnet.net/blog\
http://tw.myblog.yahoo.com/gary-lovetoeat/article?mid=29139&prev=29169&next=29041&l=f&fid=5","2013-12-08 02:34:26","1",\N,"咖啡館 , "
"38","hychen","BCDog Cafe","1","1","22:00","/ 200+","0","捷運國父紀念館站","台北市光復南路346巷48號","25.0385189","121.55610200000001","02-27110213","http://josephjiang.com/entry.php?id=302\
http://www.bcdstudio.com/bcdog.shtml\
\
hychen 的體驗心得:\
交通: 在國父紀念館捷運站附近，步行約5分鐘, 機車還算好停\
投影機: 不用付費，粗估應該有50寸, 旁邊還有印表機…\
包場時間是: 3HR, 這家店開到10點。\
包場費是: 人數是150*20, 含飲料不含餐點，飲料可以續杯, 那邊的套餐平均價位是2百多。但裏面的食物是美式漢堡，也許會有人吃不慣。\
無線網路: 免費，但不太穩, 不過隔壁有好鄰居\
電源: 地板上有電源插座\
\
另外，可以場地可以選擇關起來，也可選擇打開。","2013-12-08 10:04:34","1",\N,"咖啡館 , "
"39","Tsung","典藏咖啡",\N,\N,"","","0","","台北市大同區民權西路7號","25.0629837","121.52200549999998","","http://artouch.com/food/pages/notice.htm","2013-12-08 10:05:42","1",\N,"咖啡館 , "
"41","","B'oven","1","1","","","0","捷運劍潭站和士林站中間","北市中山北路五段437號","25.09113","121.52717000000007","","無線上網穩定度：好\
插座密集度：好。每桌的桌子下面都有插座\
咖啡好喝度：好。拿鐵出乎意料之外的好喝\
座椅舒適度：好。但雖然都是軟椅子，但沒有靠背，坐久了其實還蠻累的\
空間開闊度：好。可以看著中山北路上的車流，餓了去士林夜市吃東西，真不賴\
 裝潢：優。非常棒，店面樓下就是蘋果電腦的專賣店，樓上是 Lounge bar，可想而知的美麗\
推薦度：4","2013-12-08 10:09:44","1",\N,"咖啡館 , "
"42","honki","咖啡舖子","1",\N,"22:00 (每月的第一及第四個星期一公休)","","0","劍潭捷運站 (Entry 2)","劍潭路10號","25.08389","121.52524500000004","28852169","服務特色： 咖啡簡餐店，室內動線清晰流暢、擺設裝潢溫馨而明亮、店家並貼心提供免費無線寬頻網路及電源插座。現炒現煮、菜色口味均佳。花式咖啡奶泡綿細可稱上品、手工烹調之賽風式咖啡口感風味一流，更值得推介。","2013-12-08 10:12:32","1",\N,"咖啡館 , "
"43","","集客長安三店",\N,\N,"","","0","","台北市長安東路1段12-2號","25.049384","121.52299900000003","02-2522-1789","","2013-12-08 10:13:27","1",\N,"咖啡館 , "
"44","","新文明書店",\N,\N,"","200+","0","捷運民權西路站，公車大同公司站","北市中山北路三段30號","25.065368","121.52201000000002","2595-5558","(農安街口，晴光市場對面)","2013-12-08 10:14:27","1",\N,"咖啡館 , "
"45","","QK咖啡 (錦州店)","1","1","","99-130","0","捷運中山國中站","台北市錦州街443號","25.060362","121.54311299999995","02-2502-7023","","2013-12-08 10:16:21","1",\N,"咖啡館 , "
"46","","Fitas 非嚐好食",\N,\N,"","","0","捷運民權西路站","台灣台北市中山區民權西路11號","25.062982","121.52184899999997","(02) 2587-3313","這地點是原 101 Cafe 民權西路店的地方，易主之後。價位及內容已不再合適\
http://tw.myblog.yahoo.com/besta-coffee/article?mid=3037","2013-12-08 10:17:54","1",\N,"咖啡館 , "
"47","Rex","ORANGE公寓咖啡館","1","1","23:00","","0","捷運雙連站和中山站中間","台北市中山區中山北路2段44巷21號之2","25.0551513","121.52113170000007","25710808","http://www.wretch.cc/blog/yoyu1108/8553612\
\
無線上網穩定度：好\
插座密集度：少\
咖啡好喝度：普，也是多點比利時啤酒\
座椅舒適度：普\
空間開闊度：普\
裝潢：普\
推薦度：2","2013-12-08 10:18:59","1",\N,"咖啡館 , "
"48","yurenju","伯朗咖啡 中山一店",\N,\N,"10:00","","0","雙連站1號出口","台北市中山區中山北路二段74號","25.0571989","121.52249499999994","02-2511-6747","","2013-12-08 10:21:22","1",\N,"咖啡館 , "
"49","","人性空間",\N,\N,"22:00","","0","捷運台電大樓站","新生南路三段60巷7號","25.0202759","121.53332499999999","","","2013-12-08 10:22:02","1",\N,"咖啡館 , "
"50","","里貝諾咖啡",\N,\N,"21:30","","0","捷運忠孝新生站","忠孝東路二段134巷1號","25.041644","121.53184899999997","","","2013-12-08 10:22:31","0",\N,"咖啡館 , "
"51","","方亭咖啡",\N,"2","23:00","","0","","台北市中山區松江路40號","25.047624","121.53266099999996","","","2013-12-08 10:28:20","1",\N,"咖啡館 , "
"52","","德佈咖啡",\N,\N,"22:00 (週四休)","","0","","新生北路一段15號","25.046419","121.53225900000007","","","2013-12-08 10:28:54","1",\N,"咖啡館 , "
"53","AL","混_hun",\N,\N,"","","0","捷運古亭站","台北市和平東路一段104 巷6 號","25.026503","121.524858","","http://www.facebook.com/huncoworkingspace/info","2013-12-08 10:29:25","1",\N,"咖啡館 , "
"54","AL","倉庫藝文空間",\N,\N,"","","0","捷運忠孝新生站 (Entry 1)","台北市八德路一段34號3F","25.0436017","121.53035950000003","","忠孝東路vs八德路口，彩虹3C資訊廣場樓上","2013-12-08 10:30:26","1",\N,"咖啡館 , "
"55","AL","慶隆商務俱樂部",\N,\N,"","","0","","台北市大安區復興南路一段293號3樓之1","25.035197","121.54393400000004","02 2755 3915","http://clbc.tw/","2013-12-08 10:31:34","1",\N,"咖啡館 , "
"56","yan","點點咖啡","1","1","11:00~21:00","","0","捷運中山站1號出口","台北市南京西路18巷4弄6-1號","25.052325","121.51980600000002","(02)2558-8963","http://nono41920.pixnet.net/blog/post/34650849-%E3%80%90%E9%A3%9F%E8%A8%98%E3%80%91%E5%8F%B0%E5%8C%97%E4%B8%AD%E5%B1%B1%CB%99dot%E2%80%99s-caf%C3%A9-%E9%BB%9E%E9%BB%9E%E5%92%96%E5%95%A1(%E9%9A%A8%E8%99%95","2013-12-08 10:37:03","1",\N,"咖啡館 , "
"57","yan","覺旅咖啡 Journey Kaffe","1","1","08:00-22:00","","0","捷運西湖站","台北市內湖區瑞光路583巷24號","25.080535","121.56821100000002","02-87513227","http://yuminghui.pixnet.net/blog/post/32066677-【台北】內湖-覺旅咖啡-journey-kaffe-熱鬧的用","2013-12-08 10:39:33","1",\N,"咖啡館 , "
"58","yan","Convent Garden 柯芬園咖啡館","1","1","12:00~22:00","","0","捷運中山站 Entry 1","台北市南京西路18巷8號","25.051717","121.52016600000002","02-25594217","http://www.wretch.cc/blog/mikageyoru/22177413","2013-12-08 10:44:45","1",\N,"咖啡館 , "
"59","AL","Chef's Waffle 比利時鬆餅咖啡館",\N,\N,"13:00~22:00 (周一休)","","0","捷運公館站 4號出口","台北市中正區羅斯福路四段12巷1號","25.015701","121.53297199999997","02-2368-5850","http://blog.sina.com.tw/akane847/article.php?entryid=660397","2013-12-08 10:47:35","1",\N,"咖啡館 , "
"60","dlin","伯朗咖啡承德店","1","1","7:30~10:00","","20","捷運民權西路/圓山捷運站","台北市大同區承德路三段131號","25.0673499","121.51868100000002","02-2599-5369","幫我填一下其他資訊, 因為伯朗咖啡每家都一樣","2013-12-08 10:51:35","1",\N,"咖啡館 , "
"61","Neal","星巴克興南店","1","1","","","15","大安捷運站","台北市大安區復興南路一段323號","25.033679","121.54389900000001","02-2325-9473","附投影機+大螢幕\
\
也是獨立空間","2013-12-08 10:53:55","1",\N,"咖啡館 , "
"62","Trista","靈感咖啡","1","1","2200","","0","公館捷運站","台北市新生南路三段84-6號3樓","25.018909","121.53338499999995","(02) 2363-1371","\
","2013-12-08 10:55:06","1",\N,"咖啡館 , "
"63","","101 Cafe","1","1","22:00","55-90 / 150-220","18","捷運民權西路站","台北市民權西路11號","25.062982","121.52184899999997","(02)2585-1677","","2013-12-10 14:49:10","0","http://www.wretch.cc/blog/cafe101","咖啡館 , "
"64","Yen","nichi nichi 日子咖啡","1","1","22:00","","0","捷運中山站","台北市大同區赤峰街17巷8號 ","25.053707","121.51966500000003","02-2559-6669","","2013-12-10 16:30:24","1","http://cafenichinichi.blogspot.com/‎","咖啡館, "
"65","Joe","4am Cafe",\N,\N,"2:00 pm – 4:00 am","","0","捷運國父紀念館站","台北市光復南路308巷38號","25.03898","121.55576700000006","02-2741-1170","","2013-12-12 23:27:38","1","http://4amcafe.net/","咖啡館, "
"66","","咖啡逗留 Café Séjour",\N,\N,"12:00-23:00","","0","捷運台電大樓二號出口"," 台北市大安區羅斯福路三段283巷38號","25.01961","121.53182100000004","(02)2368-4884","http://citynotes.me/2012/sejour","2013-12-23 11:05:06","1","https://www.facebook.com/CafeSejour/info#!/CafeSejour","咖啡館, "
"67","","時常在這裡",\N,\N,"13:00 - 19:00","","0","捷運行天宮站1號出口","台北市松江路194巷35號","25.05722","121.53161699999998","2562-1618","","2013-12-23 11:53:26","1","http://www.facebook.com/#%21/bwgeneralstore","咖啡館, "
"68","","閑隅咖啡",\N,\N,"12:00-00:00","","0","","台北市大安區金山南路二段141巷20號","25.029445","121.527556","0937817612","http://www.walkerland.com.tw/article/view/4005","2013-12-23 12:38:25","1","","咖啡館, "
"69","","Coffee Tree 咖啡樹",\N,\N,"11:00~PM24:00","","0","捷運敦化南路站","台北市敦化南路一段187巷34號","25.0425159","121.55103550000001","(02)2771-2050","http://blog.yam.com/upssmile/article/20643430","2014-01-07 09:22:48","1","","咖啡館, "
"70","","view cafe",\N,\N,"","","0","","台北縣淡水鎮中正路21巷5號(淡水河畔旁)","25.172377","121.43588899999997","(02)2626-0390","http://blog.yam.com/upssmile/article/20820165","2014-01-07 09:25:01","1","","咖啡館, "
"71","","極簡咖啡館","1",\N,"","","0","捷運臺電大樓站","台北市泰順街2巷42號","25.025603","121.52956900000004","(02)2362-9734","http://blog.yam.com/upssmile/article/21600518","2014-01-07 09:28:04","1","","咖啡館, "
"72","","Artco De Café典藏咖啡館",\N,\N,"","","0","(02) 2542-9871","台北市中山區長安東路一段8-1號","25.0494629","121.52260799999999","7:30～23:00","http://blog.yam.com/upssmile/article/28683164","2014-01-07 09:41:57","1","http://artouch.com/food/Cafe_ChangAn.aspx","咖啡館, "
"73","","Artco De Café典藏咖啡館",\N,\N,"7:30～23:00","","0","","台北市中山區民權西路7號","25.0629837","121.52200549999998","(02) 2585-5569","http://blog.yam.com/upssmile/article/28683164","2014-01-07 09:43:42","1","http://artouch.com/food/Cafe_MinQuan.aspx","咖啡館, "
"74","","蛙咖啡",\N,\N,"10:00～22:00","120~180 / ","0","捷運松江南京站","台北市松江路69巷5號","25.0494309","121.53388900000004","(02)2506-1716","http://blog.yam.com/upssmile/article/39208615","2014-01-07 09:46:22","1","","咖啡館, "
"75","","有河book",\N,\N,"","","0","捷運淡水站","淡水鎮中正路5巷26號2樓","25.1690432","121.44224770000005","02-2625-2459","http://blog.yam.com/upssmile/article/22042992","2014-01-07 09:48:41","1","http://blog.roodo.com/book686","咖啡館, "
"76","","路燈咖啡",\N,\N,"11:00～23:00","","0","捷運公館站","台北市中正區羅斯福路三段244巷10弄19號","25.016115","121.53152599999999","02-2367-7272","http://blog.yam.com/upssmile/article/61322467","2014-01-07 09:52:22","1","","咖啡館, "
"77","","Die Flügel cafe手工蛋糕",\N,\N,"13:00~21:00","","0","","台北市羅斯福路三段269巷21號1樓","25.019783","121.53062999999997","0928-080-973","http://blog.yam.com/upssmile/article/32565198","2014-01-07 09:56:52","1","http://fluegel2008.blogspot.tw/","咖啡館, "
"78","","yaboo cafe鴉埠咖啡",\N,\N,"10:00-24:00(週一休) ","","0","","台北市中正區永康街41巷26號","25.030422","121.53058499999997","02-23912868","http://blog.yam.com/upssmile/article/48678023","2014-01-07 09:59:59","1","","咖啡館, "
"79","","烘培者咖啡",\N,\N,"10:30 ~ 23:00","110～","0","","台北市金華街243巷7號","25.030634","121.53047200000003","02-23223835 ","http://blog.yam.com/upssmile/article/19879430","2014-01-07 10:03:08","1","","咖啡館, "
"80","","這宅咖啡",\N,\N,"13:00~23:00","120~180 / ","0","","台北市大安區永康街37巷12號","25.030696","121.52996899999994","02-2358-3153","http://blog.yam.com/upssmile/article/57828932","2014-01-07 10:16:50","1","","咖啡館, "
"81","","兔子聽音樂",\N,\N,"","","0",""," 台北市大安區青田街6巷15號","25.0282974","121.53076820000001","02-2395-9388","http://blog.yam.com/upssmile/article/28710711","2014-01-07 10:19:16","1","http://www.bunnymusic.com.tw/","咖啡館, "
"82","","Picnic Cafe 野餐咖啡",\N,\N,"12:00~0:00","","0","","台北市溫州街75號","25.0203599","121.53306299999997","02-2368-7798","http://blog.yam.com/upssmile/article/39269035","2014-01-07 10:21:24","1","","咖啡館, "
"83","","步調咖啡",\N,\N,"","","0","","台北市大安區泰順街44巷15之1號","25.023903","121.53038100000003","(02)8369-2835","http://blog.yam.com/upssmile/article/32917593","2014-01-07 10:23:45","1","","咖啡館, "
"84","","找到咖啡","1",\N,"10:00-23:00 (週一休)","","0","","台北市泰順街16巷4號","25.0253954","121.53110620000007","02-23655653","http://blog.yam.com/upssmile/article/40451451","2014-01-07 10:25:49","1","http://cafetrouve.blogspot.com/","咖啡館, "
"85","","93巷人文空間",\N,\N,"7:45-21:00","","0","捷運松江南京站","台北市松江路93巷2號1樓","25.050545","121.53360099999998"," 02-2509-5085轉753、754","http://blog.yam.com/upssmile/article/32521499","2014-01-07 10:27:44","1","","咖啡館, "
"86","","學校咖啡館 'Ecole Cafe‘",\N,\N,"11.00~23.00","","0","","台北市大安區青田街一巷6號","25.0289119","121.53217199999995","2365-5653","http://blog.yam.com/upssmile/article/29158955","2014-01-07 10:41:20","1","http://ecole-cafe.blogspot.tw/","咖啡館, "
"87","","小散漫 c'est si bon",\N,\N,"13:00~21:00","","0","","台北市松山區南京東路5段23巷7弄6號 ","25.0522349","121.55784800000004","02-27613919","http://blog.yam.com/upssmile/article/68148729","2014-01-07 10:44:34","1","http://cestsibon6.pixnet.net/blog","咖啡館, "
"88","","k's table",\N,\N,"12:00~21:00","","0","南京東路捷運站步行15分鐘","北市興安街80巷6號","25.055663","121.54138699999999","(02)2518-1817","http://blog.yam.com/upssmile/article/34795853","2014-01-07 10:48:46","1","","咖啡館, 雜貨, "
"89","","Natural Plenty 遇見自然",\N,\N,"周一至周六11：00am~20:00pm","","0","","台北市信義區永吉路326巷27號","0","0","02-27667887","http://blog.yam.com/upssmile/article/32317990","2014-01-07 10:59:16","1","http://naturalplenty.pixnet.net/blog","雜貨"
"90","Bruce","希羅斯咖啡 Syros Cafe","1","1","7:30-22:00","$110~$180 / $240~$270","0","捷運東門站","台北市永康街2號2樓","25.033337","121.52975700000002","02 2395 9057","","2014-02-04 13:02:17","1","https://www.facebook.com/XiLuoSiKaFeiSyrosCafe","咖啡館, "
"91",""," 小食糖 Sugar Bistro",\N,\N,"9:30~21:30","","0","捷運東門站 Entry 7","台北市中正區信義路二段181巷3號1樓 ","25.034249","121.52947199999994","02 2396 5965","http://www.triplew.tw/8548/%E5%B0%8F%E9%A3%9F%E7%B3%96-sugar-bistro.html","2014-02-04 13:07:54","1","","咖啡館, "
"92","","Flat White",\N,\N,"12:00 – 23:00 (星期二i休)","90~200","0","捷運東門站","台北市永康街41巷12號","25.0304039","121.53001999999992","02-33938872","http://morrisyu.com/archives/606","2014-02-04 13:13:59","1","","咖啡館, "
